symbol,side,quantity,entry_price,exit_price,entry_timestamp,exit_timestamp,pnl,pnl_percentage,fees,trade_id
BTC/USDT,long,0.02569119281432672,31595.789999999997,37006.80734,2021-01-11 12:00:00,2021-01-29 08:00:00,138.06474078079074,17.00862846809655,0.9507490228145813,TRADE_1
BTC/USDT,long,0.015972026824007484,46392.474644999995,56300.645595,2021-02-23 08:00:00,2021-03-10 12:00:00,157.35433676859952,21.235923239259243,0.8992354216522788,TRADE_2
BTC/USDT,long,0.001546660377605972,55633.00259999999,59199.88525000001,2021-03-15 20:00:00,2021-04-10 00:00:00,5.425193949450216,6.3050394564718575,0.09156211687499521,TRADE_3
BTC/USDT,long,0.0016190877797663539,60884.236905,53974.389305000004,2021-04-16 08:00:00,2021-04-26 20:00:00,-11.275039083351936,-11.437807786227019,0.0873892741440773,TRADE_4
BTC/USDT,long,0.012385978036326187,49656.13566,35011.17565500001,2021-05-12 20:00:00,2021-06-28 04:00:00,-181.82580061749417,-29.563257360923267,0.4336476526887882,TRADE_5
BTC/USDT,long,0.0015548866815986453,33108.025740000005,35363.32949,2021-07-01 16:00:00,2021-07-25 20:00:00,3.4517557937934824,6.705142849481159,0.054985970040985606,TRADE_6
BTC/USDT,long,0.004075280712535879,46887.161865,48263.856,2021-09-07 20:00:00,2021-09-15 12:00:00,5.413726293957348,2.8332494997775397,0.19668876146940906,TRADE_7
BTC/USDT,long,0.006307410232913151,44847.302444999994,44842.827370000006,2021-09-20 04:00:00,2021-09-23 20:00:00,-0.3110682420742713,-0.10996849237581288,0.28284210822629596,TRADE_8
BTC/USDT,long,0.0018381724915535371,60721.28547,65167.390005,2021-10-22 12:00:00,2021-11-08 00:00:00,8.052918147154896,7.2148293816333116,0.11978890365353194,TRADE_9
BTC/USDT,long,0.0003113297178620747,63187.51797,57246.24256,2021-11-12 12:00:00,2021-11-28 20:00:00,-1.8675180536810516,-9.493206641552156,0.017822456544868692,TRADE_10
BTC/USDT,long,0.004436163209281263,53865.569325,51708.28292500001,2021-12-03 16:00:00,2021-12-07 12:00:00,-9.79946094188977,-4.100940007886921,0.22938638232699157,TRADE_11
BTC/USDT,long,0.0021804698133669463,46726.101375,51084.435005,2021-12-13 20:00:00,2021-12-23 16:00:00,9.39182684833568,9.218079549216409,0.11138806846130825,TRADE_12
BTC/USDT,long,0.0035608437297450805,47567.511869999995,40707.546045,2021-12-28 20:00:00,2022-02-04 16:00:00,-24.572219504304407,-14.507114414359618,0.14495321008764742,TRADE_13
BTC/USDT,long,0.007989334382663678,40535.95784999999,41770.20445,2022-02-17 20:00:00,2022-03-09 04:00:00,9.527092667482513,2.9417743129758214,0.3337161305832763,TRADE_14
BTC/USDT,long,0.0015087776772871688,46477.03690499999,30278.79303,2022-03-31 12:00:00,2022-05-22 20:00:00,-24.48523273687246,-34.917291954737614,0.04568396701886232,TRADE_15
BTC/USDT,long,0.003609094865427312,29820.732915,31235.3745,2022-06-01 20:00:00,2022-06-06 00:00:00,4.99284425111581,4.6390751509804105,0.1127314297276492,TRADE_16
BTC/USDT,long,0.006666339886128816,28994.510009999998,22119.494720000002,2022-06-10 16:00:00,2022-07-08 00:00:00,-45.978644715385386,-23.787726650118326,0.14745606991295176,TRADE_17
BTC/USDT,long,0.005816611792712676,20910.20988,22234.807035,2022-07-10 12:00:00,2022-07-18 04:00:00,7.575336191558207,6.2283561735584225,0.1293312408084718,TRADE_18
BTC/USDT,long,0.002370066893970372,21077.39343,24154.03694,2022-07-26 04:00:00,2022-08-08 08:00:00,7.2346042442925755,14.482291101115544,0.05724668330723143,TRADE_19
BTC/USDT,long,0.003306703871919163,23403.59595,19940.754635,2022-08-17 12:00:00,2022-09-09 00:00:00,-11.516528954712683,-14.881397188174402,0.0659381705605445,TRADE_20
BTC/USDT,long,0.01704325212414158,18477.97437,20088.99048,2022-09-19 04:00:00,2022-09-27 00:00:00,27.114572009113694,8.60985672814309,0.34238172967012004,TRADE_21
BTC/USDT,long,0.004884292394486582,18762.5766,19490.080085,2022-10-13 08:00:00,2022-10-23 16:00:00,3.4581444888208885,3.773540383120947,0.09519524992709989,TRADE_22
BTC/USDT,long,0.005623756046408036,20646.05787,16836.827375,2022-11-07 04:00:00,2022-11-30 00:00:00,-21.51686923817061,-18.531708796256513,0.0946862097524846,TRADE_23
BTC/USDT,long,0.0015131716341885012,16771.411514999996,17765.812650000003,2022-12-07 04:00:00,2022-12-13 20:00:00,1.477816866726574,5.823214828856385,0.026882723760287254,TRADE_24
BTC/USDT,long,0.005689070946683105,16980.82617,16729.19122,2022-12-16 12:00:00,2023-01-02 16:00:00,-1.526742638946262,-1.5803950793284616,0.0951735557312081,TRADE_25
BTC/USDT,long,0.0019743905171142545,23107.70808,22798.05527,2023-02-05 12:00:00,2023-02-15 12:00:00,-0.656387835795516,-1.438701164646181,0.04501226413373466,TRADE_26
BTC/USDT,long,0.005579478576281382,23725.466805,21986.111445000002,2023-02-22 12:00:00,2023-03-12 20:00:00,-9.82736700544329,-7.4238432732282655,0.12267103778311242,TRADE_27
BTC/USDT,long,0.0005838754862989375,27957.821924999997,29158.473470000004,2023-04-02 16:00:00,2023-04-10 16:00:00,0.6840060868354194,4.190215799616544,0.01702491787703092,TRADE_28
BTC/USDT,long,0.0024584580142981726,29853.219149999997,29805.119985,2023-04-17 04:00:00,2023-04-26 12:00:00,-0.1915244137695322,-0.2609577365628792,0.07327463609424188,TRADE_29
BTC/USDT,long,0.006312995951463757,27857.28168,29546.87917,2023-05-01 16:00:00,2023-05-05 16:00:00,10.479892785394727,5.959126342258387,0.1865293285785988,TRADE_30
BTC/USDT,long,0.0031180734712503203,27989.467739999996,27068.478990000003,2023-05-08 04:00:00,2023-05-14 12:00:00,-2.9561120949407877,-3.3871927747847668,0.08440150624581567,TRADE_31
BTC/USDT,long,0.008494558074562661,26020.533764999996,26580.273215,2023-06-05 12:00:00,2023-06-17 04:00:00,4.528951590186241,2.0489940045048285,0.22578767446255987,TRADE_32
BTC/USDT,long,0.004072002537073979,29108.326889999997,27409.72828,2023-07-24 12:00:00,2023-08-29 12:00:00,-7.028310332486991,-5.929603390818583,0.11161248309666838,TRADE_33
BTC/USDT,long,0.001017641881046554,26175.871395,27183.38151,2023-08-31 16:00:00,2023-09-18 08:00:00,0.9976215411089884,3.7451541486304016,0.027662947493042513,TRADE_34
BTC/USDT,long,0.002181536235147639,26597.312009999998,27978.573715000002,2023-09-21 12:00:00,2023-10-01 20:00:00,2.952236187312297,5.088044727137088,0.061036272367021804,TRADE_35
BTC/USDT,long,0.0023584573336795428,27029.558025,27835.13547,2023-10-11 00:00:00,2023-10-16 04:00:00,1.8342720536238997,2.8773770877446774,0.06564797938318508,TRADE_36
BTC/USDT,long,0.0020398203232265912,36481.161465,38201.999445,2023-11-13 20:00:00,2023-11-24 12:00:00,3.4322750697284,4.612342132169569,0.07792521485580196,TRADE_37
BTC/USDT,long,0.0024150014212495543,36769.395509999995,39400.29,2023-11-27 12:00:00,2023-12-02 16:00:00,6.258462176159991,7.047965200557105,0.09515175634764461,TRADE_38
BTC/USDT,long,0.0048236131831364765,42330.73479,44005.1864,2023-12-11 00:00:00,2023-12-20 12:00:00,7.864642863274663,3.8516846723510336,0.21226399724541797,TRADE_39
BTC/USDT,long,0.0017067353647221388,43012.995749999995,44157.460225,2023-12-24 20:00:00,2024-01-01 20:00:00,1.877932894168351,2.5580804024211874,0.07536509898231872,TRADE_40
BTC/USDT,long,0.006240812261030089,43494.286275,42043.457755,2024-01-12 16:00:00,2024-01-26 16:00:00,-9.316733742921613,-3.4323404419515224,0.2623853266535046,TRADE_41
BTC/USDT,long,0.001359895809206704,65333.280314999996,70925.409555,2024-03-16 20:00:00,2024-03-25 16:00:00,7.50826195079817,8.450829047347536,0.09645116722011364,TRADE_42
BTC/USDT,long,0.0032464706117622364,64922.445,67614.166005,2024-04-02 12:00:00,2024-04-04 12:00:00,8.519085734921589,4.041910065147742,0.21950740287404577,TRADE_43
BTC/USDT,long,0.00038295539215318756,63469.268775,61659.89463,2024-04-14 00:00:00,2024-05-03 12:00:00,-0.7165225743784672,-2.9479369712968535,0.023612989128155876,TRADE_44
BTC/USDT,long,0.0025361306272191665,66923.455005,61995.81658500001,2024-06-11 08:00:00,2024-06-30 16:00:00,-12.654364206024514,-7.4557331748819635,0.15722948920068047,TRADE_45
BTC/USDT,long,0.0015409997468615547,60216.343125,58948.501005,2024-07-03 12:00:00,2024-07-10 04:00:00,-2.0445840111069917,-2.2033729584853483,0.09083962512657309,TRADE_46
BTC/USDT,long,0.0017801854939086315,64125.63679499999,61655.147005,2024-07-25 00:00:00,2024-08-08 20:00:00,-4.507687685330473,-3.9487248214000252,0.10975759832310522,TRADE_47
BTC/USDT,long,0.0012918753054240765,62865.416999999994,60467.751000000004,2024-08-26 20:00:00,2024-09-13 20:00:00,-3.175602290346343,-3.9101526217506684,0.07811679429143202,TRADE_48
BTC/USDT,long,0.0020182838240689525,63851.34972,65837.065,2024-09-30 08:00:00,2024-10-14 12:00:00,3.874859145516883,3.0067934717418283,0.1328778833136762,TRADE_49
BTC/USDT,long,0.0003728292666293291,66447.207,67987.68915,2024-10-23 08:00:00,2024-10-27 20:00:00,0.5489890299544589,2.2160366512470735,0.025347800285617297,TRADE_50
BTC/USDT,long,0.0014132526148793437,70127.116035,74311.355735,2024-10-31 16:00:00,2024-11-06 00:00:00,5.80836697949925,5.860683536755976,0.10502071780771788,TRADE_51
BTC/USDT,long,0.0009189770621891626,102869.22891,97269.08113,2024-12-18 16:00:00,2025-01-02 16:00:00,-5.235795409108247,-5.53850448914578,0.08938805441868672,TRADE_52
BTC/USDT,long,0.00013179774558547065,94291.01194499999,98942.92379,2025-01-08 16:00:00,2025-01-15 12:00:00,0.6000710395361916,4.82863512363804,0.013040454297157032,TRADE_53
BTC/USDT,long,0.0026443604485869602,99097.54401,98373.5886,2025-01-27 04:00:00,2025-02-20 16:00:00,-2.174534279623949,-0.829817738487054,0.2601352268794051,TRADE_54
BTC/USDT,long,0.0025891662754258162,91598.65644,93475.239,2025-02-24 20:00:00,2025-03-02 16:00:00,4.616761340998063,1.946652265765477,0.242022936406168,TRADE_55
BTC/USDT,long,0.0017451765415840525,83121.950205,85146.81529500001,2025-03-09 12:00:00,2025-03-23 12:00:00,3.3851508302970688,2.333581286195963,0.14859622464342423,TRADE_56
BTC/USDT,long,0.0011101180345521263,85255.596495,86856.56999,2025-03-28 04:00:00,2025-04-02 16:00:00,1.6808485048742086,1.7759736454354604,0.09642104476523801,TRADE_57
BTC/USDT,long,0.002926361964543604,79654.157175,84965.8958,2025-04-06 16:00:00,2025-04-12 12:00:00,15.295428912044642,6.561832947044799,0.24864096575249514,TRADE_58
BTC/USDT,long,0.0008502336994385726,94324.75880999998,99103.213605,2025-05-04 20:00:00,2025-05-08 00:00:00,3.978542406023217,4.960894297986717,0.08426089192963024,TRADE_59
BTC/USDT,long,0.0015613503662643931,101965.727385,107705.33039500001,2025-06-05 16:00:00,2025-06-09 08:00:00,8.793365504814863,5.523324183566316,0.16816575706086076,TRADE_60
BTC/USDT,long,0.0009269020601934651,105724.565865,107371.24752000002,2025-06-12 20:00:00,2025-06-16 12:00:00,1.4267899879704748,1.455962854882348,0.0995226305318305,TRADE_61
BTC/USDT,long,0.0018658847055950851,98955.663105,109149.23808,2025-06-22 12:00:00,2025-07-06 20:00:00,18.816375747228467,10.190852570225921,0.20365989396082865,TRADE_62
BTC/USDT,long,0.0011799051302985495,115477.36983,118440.75,2025-07-25 00:00:00,2025-08-10 00:00:00,3.3567586170465846,2.463633718180611,0.13974884856140793,TRADE_63
BTC/USDT,long,0.00020500235489694915,115004.74363499999,116877.522005,2025-08-18 08:00:00,2025-08-22 20:00:00,0.35996380880452794,1.5268073233290806,0.023960167245544995,TRADE_64
BTC/USDT,long,2.9155944621152683e-05,110771.488065,108540.01,2025-08-25 16:00:00,2025-08-30 08:00:00,-0.06822543740719639,-2.1124732689578885,0.0031645865207393584,TRADE_65
